date,et0_mm,etc_mm,rainfall_mm,root_zone_depletion_mm,taw_mm,raw_mm,water_stress_coefficient_ks,water_stress_level
2025-09-29,4.335875741662294,3.2519068062467205,0.16,19.113825601695407,151.67763494145714,75.83881747072857,1.0,Low
2025-09-30,3.7557334307842516,2.8168000730881886,0.02,21.910625674783596,151.67763494145714,75.83881747072857,1.0,Low
2025-10-01,4.058651525656329,3.043988644242247,0.04,24.914614319025844,151.67763494145714,75.83881747072857,1.0,Low
2025-10-02,4.228881112704588,3.171660834528441,1.2,26.886275153554287,151.67763494145714,75.83881747072857,1.0,Low
2025-10-03,4.3573236067172205,3.2679927050379156,13.99,16.164267858592204,151.67763494145714,75.83881747072857,1.0,Low
2025-10-04,2.7626528182476644,2.0719896136857483,0.89,17.34625747227795,151.67763494145714,75.83881747072857,1.0,Low
2025-10-05,4.3852726694468265,3.2889545020851196,13.02,7.6152119743630715,151.67763494145714,75.83881747072857,1.0,Low
2025-10-06,3.7974145530120933,2.84806091475907,1.24,9.223272889122141,151.67763494145714,75.83881747072857,1.0,Low
2025-10-07,4.081985721825717,3.0614892913692877,0.11,12.17476218049143,151.67763494145714,75.83881747072857,1.0,Low
2025-10-08,2.8789567633461903,2.1592175725096427,6.63,7.703979753001072,151.67763494145714,75.83881747072857,1.0,Low
2025-10-09,3.5658603198164642,2.6743952398623483,5.12,5.25837499286342,151.67763494145714,75.83881747072857,1.0,Low
2025-10-10,3.5243712130552334,2.6432784097914253,21.81,0.0,151.67763494145714,75.83881747072857,1.0,Low
2025-10-11,3.139032140971319,2.3542741057284893,11.35,0.0,151.67763494145714,75.83881747072857,1.0,Low
2025-10-12,3.9838974653715353,2.9879230990286514,3.61,0.0,151.67763494145714,75.83881747072857,1.0,Low
2025-10-13,3.176113464181352,2.382085098136014,2.19,0.19208509813601404,151.67763494145714,75.83881747072857,1.0,Low
2025-10-14,3.270830488642193,2.4531228664816447,2.7,0.0,151.67763494145714,75.83881747072857,1.0,Low
2025-10-15,3.0672396259715375,2.300429719478653,0.93,1.3704297194786528,151.67763494145714,75.83881747072857,1.0,Low
2025-10-16,2.54860445186555,1.9114533388991624,5.69,0.0,151.67763494145714,75.83881747072857,1.0,Low
2025-10-17,2.579245745695138,1.9344343092713534,7.14,0.0,151.67763494145714,75.83881747072857,1.0,Low
2025-10-18,2.558237379985229,1.9186780349889219,8.14,0.0,151.67763494145714,75.83881747072857,1.0,Low
2025-10-19,3.338537196884676,2.503902897663507,0.86,1.6439028976635073,151.67763494145714,75.83881747072857,1.0,Low
2025-10-20,3.0205174301685687,2.2653880726264264,4.37,0.0,151.67763494145714,75.83881747072857,1.0,Low
2025-10-21,1.8042802746215811,1.353210205966186,26.61,0.0,151.67763494145714,75.83881747072857,1.0,Low
2025-10-22,1.7068403988306442,1.280130299122983,13.97,0.0,151.67763494145714,75.83881747072857,1.0,Low
2025-10-23,2.7699035740568196,2.077427680542615,15.74,0.0,151.67763494145714,75.83881747072857,1.0,Low
